peanut_butter,0.9976217733
condensed_milk,0.9974702366
refried_beans,0.9974478305
bone_marrow,0.9974185762
ice_cream,0.9973751427
frog_legs,0.9973349631
corn_starch,0.9973224919
char_siu,0.9973166937
fortune_cookie,0.9972992507
diet_coke,0.9971944319
bitter_melon,0.9971713346
credit_card,0.9971628155
deep_fried,0.9971184143
lotus_root,0.9971008705
orchids_garden,0.9970382579
iced_tea,0.9969701307
food_court,0.9969579486
gluten_free,0.9969497282
spring_roll,0.9969464785
chop_sticks,0.9969248086
hot_pot,0.9969055272
green_bean,0.9969008147
green_tea,0.9968943719
brown_sauce,0.9968360861
cell_phone,0.9968001533
chinese_cuisine,0.9967720258
comfort_food,0.9967278951
shaved_ice,0.9967223534
soy_sauce,0.9967074059
coconut_milk,0.9967067707
snow_peas,0.9966567967
chilean_sea_bass,0.9966567967
crab_legs,0.9966491013
stir_fried,0.9966087447
sesame_seeds,0.9966066593
roti_canai,0.9965990209
prime_rib,0.9965940040
white_rice,0.9965786791
black_pepper,0.9965701421
pork_belly,0.9965623492
eureka_casino,0.9965028441
lemon_grass,0.9964997826
christmas_eve,0.9963902432
scrambled_eggs,0.9963647556
thinly_sliced,0.9962905640
iceberg_lettuce,0.9962675561
egg_roll,0.9962576716
fountain_hills,0.9962555057
steamed_rice,0.9962547684
credit_cards,0.9962502698
sticky_rice,0.9961977463
bean_curd,0.9961887501
fortune_cookies,0.9961522481
xo_sauce,0.9961447664
green_onion,0.9961265621
pupu_platter,0.9961177368
noodle_soup,0.9961161323
french_fries,0.9960945352
shark_fin,0.9960776498
miso_soup,0.9960634879
chile_relleno,0.9960405211
chow_mein,0.9960296834
salad_bar,0.9960003594
bobo_brazil,0.9959948509
brown_rice,0.9959485088
mashed_potatoes,0.9959392882
mango_pudding,0.9959165525
iron_chef,0.9958665498
green_beans,0.9958458482
dungeness_crab,0.9957861743
chinese_restaurants,0.9957496131
yang_chow_fried_rice,0.9957127424
fat_choy,0.9955951393
bubble_tea,0.9955942927
peking_duck,0.9955757310
peruvian_corn,0.9955130631
fried_rice,0.9954894387
fish_tank,0.9954886735
soy_milk,0.9954380027
light_rail,0.9954379715
black_bean,0.9954250302
kim_chee,0.9953976250
sea_bass,0.9953844171
luke_warm,0.9953698894
gold_coast,0.9953661805
chili_sauce,0.9953440675
stir_fry,0.9952907541
chin_chin,0.9952024429
spare_ribs,0.9951068930
hoisin_sauce,0.9951058455
napa_cabbage,0.9950986614
pork_ribs,0.9950690620
chili_paste,0.9950012647
steamed_fish,0.9949854783
chicken_wings,0.9948420180
black_sesame,0.9948352218
bun_bo_hue,0.9948193355
soda_fountain,0.9947995116
bok_choy,0.9947937172
sweet_sour_chicken,0.9947148750
asian_cuisine,0.9946788517
chen_wok,0.9946754194
bento_box,0.9946620724
food_poisoning,0.9946497175
dan_dan_mian,0.9945263157
tuna_tataki,0.9944989413
main_course,0.9944820280
peanut_sauce,0.9944794673
san_diego,0.9944752861
chop_suey,0.9944606376
hot_dog,0.9944564257
siu_mai,0.9944221385
shrimp_paste,0.9944091107
black_beans,0.9943799382
shark_fin_soup,0.9943485052
salt_air_margarita,0.9943434179
sugar_cane,0.9943421081
jasmine_tea,0.9943287914
shopping_center,0.9942893722
southern_california,0.9942179556
filet_mignon,0.9942133562
mekong_plaza,0.9941962448
orange_beef,0.9941945867
panda_express,0.9941694046
guilty_pleasure,0.9941514781
turnip_cake,0.9940665751
wo_fat,0.9940543618
sui_mai,0.9940279151
roast_duck,0.9940262455
california_roll,0.9940118186
tom_yum,0.9939857725
oyster_sauce,0.9939718458
language_barrier,0.9939683193
king_crab,0.9939405839
egg_foo_young,0.9939146544
green_onions,0.9938561903
jasmine_rice,0.9938425629
san_gabriel_valley,0.9938091491
soda_machine,0.9937627941
rou_jia_mo_street_sandwich,0.9937466616
snickerdoodle_cookie,0.9937015297
egg_fu_yung,0.9936950954
rice_cake,0.9936170315
sushi_samba,0.9935514485
pf_chang,0.9935336735
tuna_ceviche,0.9935327173
shishito_peppers,0.9935281229
massaman_curry,0.9935172961
sin_city,0.9935091855
green_pepper,0.9934876603
pad_se_ew,0.9934459566
grocery_store,0.9934300079
la_carte,0.9934283376
sweet_sour_sauce,0.9933511850
fellow_yelpers,0.9933258290
mu_shu_pork,0.9933202634
mapo_tofu,0.9933159960
conveniently_located,0.9933114377
fish_ball,0.9932160476
stomach_ache,0.9932073891
ice_water,0.9931972026
moo_goo_gai_pan,0.9931718304
lee_lee,0.9931526185
dive_bar,0.9931121050
fast_food,0.9931100596
hainanese_chicken_rice,0.9930507512
crab_puffs,0.9930448206
east_coast,0.9930340331
scallion_pancakes,0.9930235974
cream_cheese,0.9929477481
chili_pepper,0.9929458671
sweet_and_sour_sauce,0.9929144160
oolong_tea,0.9928932889
taco_bell,0.9928814697
hidden_gem,0.9928504814
