Topic: 0
bar : 0.248517552265
great : 0.215631872001
good : 0.160424801332
sports : 0.120908414963
place : 0.0676435529019
food : 0.0665827291517
drink : 0.0382547873386
pretty : 0.0358440955014
beer : 0.02581598076
just : 0.0203762137851
Topic: 1
beer : 0.295905158626
food : 0.162930065633
just : 0.104369745157
great : 0.0870764961451
bar : 0.0801561014224
drink : 0.077996720839
sports : 0.0690101926387
good : 0.0579218155507
place : 0.0570337947753
pretty : 0.00759990921268
Topic: 2
beer : 0.174180018304
pretty : 0.1502808666
food : 0.132091259733
bar : 0.113619793997
place : 0.0985547852009
just : 0.096454995799
sports : 0.094259347314
great : 0.0906299090782
drink : 0.0250978177297
good : 0.0248312062434
Topic: 3
pretty : 0.190442272962
place : 0.171027259847
drink : 0.158030910919
good : 0.133703008588
just : 0.119599052686
beer : 0.0738209607567
sports : 0.0679357292664
bar : 0.0408652317028
food : 0.0357945387385
great : 0.0087810345334
Topic: 4
place : 0.194469264519
food : 0.170138694888
just : 0.144892563761
good : 0.106428244577
drink : 0.0709073873173
great : 0.0696248891092
pretty : 0.069022683055
bar : 0.0677707455377
beer : 0.0601914994528
sports : 0.0465540277817
