Topic: 0
went : 0.16361409109
security : 0.139217276996
bartenders : 0.138226431858
wasn : 0.124028353011
didn : 0.0985822281162
know : 0.0985096457283
wearing : 0.0623501392049
just : 0.0589129095234
really : 0.0583014220527
let : 0.0582575024192
Topic: 1
just : 0.389649414845
went : 0.0692476871744
wasn : 0.0681957652395
bartenders : 0.0679612255332
wearing : 0.0678210640424
security : 0.0676241337368
really : 0.0674799749061
didn : 0.0673784036017
let : 0.0673320997574
know : 0.0673102311638
Topic: 2
really : 0.177185000351
let : 0.177175970501
wearing : 0.177174618154
wasn : 0.162023828098
just : 0.0518506966006
went : 0.0518378406201
bartenders : 0.0511954272919
security : 0.050636408817
know : 0.0505013423645
didn : 0.050418867201
Topic: 3
just : 0.102120336143
went : 0.101920372318
wasn : 0.100584127283
bartenders : 0.100127759804
security : 0.0996333365829
wearing : 0.0992727304845
know : 0.0992014611557
let : 0.0991697172906
really : 0.0990405471042
didn : 0.0989296118347
Topic: 4
just : 0.102283707517
went : 0.102158067193
bartenders : 0.100336903861
wasn : 0.10004078915
security : 0.0995805421502
wearing : 0.0995565358576
let : 0.0991281369829
didn : 0.0990486652152
know : 0.0990422927644
really : 0.0988243593087
