Topic: 0
wine : 0.158829694836
better : 0.148475068168
chris : 0.114400902143
ruth : 0.104277289622
food : 0.103239311772
don : 0.0865578865838
atmosphere : 0.0811575254937
steakhouse : 0.0752053955849
worth : 0.0693798510275
steak : 0.0584770747691
Topic: 1
steak : 0.260839395216
better : 0.203769704526
steakhouse : 0.178707627709
ruth : 0.112395706233
wine : 0.0415368962484
atmosphere : 0.0409976399273
don : 0.0405981976169
food : 0.0404160099716
chris : 0.0404044085302
worth : 0.0403344140224
Topic: 2
don : 0.26168453483
atmosphere : 0.261224800264
wine : 0.0612569386665
steakhouse : 0.0599182649657
better : 0.059899816195
steak : 0.0596031055038
ruth : 0.059431513991
chris : 0.059136246769
worth : 0.05894216672
food : 0.0589026120941
Topic: 3
wine : 0.126313572065
atmosphere : 0.125714388153
steakhouse : 0.125679001203
chris : 0.12517336683
food : 0.124777438961
worth : 0.124705543753
ruth : 0.115768079449
better : 0.0441192191413
don : 0.043882103369
steak : 0.0438672870749
Topic: 4
wine : 0.1022807171
better : 0.10068514867
atmosphere : 0.100472701659
steak : 0.100205955263
steakhouse : 0.100106009458
ruth : 0.0996659442447
don : 0.0994086825698
chris : 0.0992706389742
food : 0.0990119281679
worth : 0.0988922738943
