Topic: 0
great : 0.237176139061
service : 0.167559654652
family : 0.125457550419
food : 0.124321193148
shrimp : 0.0943084742453
mexican : 0.0828063361083
good : 0.0753035695363
restaurant : 0.0482732732787
ordered : 0.0230461855865
place : 0.0217476239642
Topic: 1
good : 0.233893197512
place : 0.197001290923
family : 0.15673957273
food : 0.151225037349
mexican : 0.103713016559
restaurant : 0.0702102615725
service : 0.0461351292966
great : 0.0210818110997
ordered : 0.0101787543369
shrimp : 0.00982192862178
Topic: 2
service : 0.19912350879
restaurant : 0.165401305356
shrimp : 0.149818943521
mexican : 0.09869692787
food : 0.0986682073108
ordered : 0.0881930561883
good : 0.0766157322128
place : 0.0714373022
great : 0.0404670196933
family : 0.0115779968575
Topic: 3
place : 0.268244817052
great : 0.243965210027
shrimp : 0.171473554428
service : 0.124024423236
good : 0.0328865134318
restaurant : 0.0324191595311
food : 0.0321488071863
ordered : 0.0321431641218
mexican : 0.0315379970369
family : 0.0311563539489
Topic: 4
ordered : 0.528190742746
good : 0.175193383891
restaurant : 0.107742045271
place : 0.0280843322881
service : 0.0279149813814
food : 0.0271351729495
shrimp : 0.0270633678897
great : 0.0265834343856
family : 0.0262088840959
mexican : 0.0258836551022
