Topic: 0
chips : 0.194162996951
salsa : 0.193616273232
eating : 0.121220382141
fresh : 0.12115886624
chicken : 0.121003026515
best : 0.0505745427374
great : 0.0504037831996
make : 0.0493780495107
chevy : 0.049257312201
night : 0.0492247672724
Topic: 1
best : 0.281046153735
chips : 0.172014490567
salsa : 0.171901958373
chevy : 0.0844724280806
make : 0.084324926863
great : 0.0422468818578
night : 0.041071744796
chicken : 0.0409993378977
fresh : 0.0409911660561
eating : 0.0409309117736
Topic: 2
great : 0.390296358707
best : 0.0693004247455
make : 0.0677500732243
night : 0.0677439119867
chips : 0.0677099024057
salsa : 0.0676925157325
chevy : 0.0675895529516
chicken : 0.0673565252021
eating : 0.0672865772785
fresh : 0.0672741577666
Topic: 3
great : 0.153108540581
eating : 0.15165652086
night : 0.151601943609
fresh : 0.151573185343
chicken : 0.151343271814
best : 0.0489397711743
salsa : 0.0480670374514
make : 0.0479732419919
chips : 0.0479116333044
chevy : 0.0478248538706
Topic: 4
night : 0.206459714674
chevy : 0.205806053507
make : 0.205570490391
great : 0.055727539822
best : 0.0552116844826
salsa : 0.0547070485543
chicken : 0.0544006764718
chips : 0.0541191684817
fresh : 0.0540451739534
eating : 0.0539524496628
