Topic: 0
mexican : 0.222082061541
food : 0.170586518102
healthy : 0.134016030091
place : 0.117405748354
blue : 0.0832710672584
bar : 0.0819351827816
burrito : 0.0737543217618
chips : 0.0689923836097
salsa : 0.0348756755735
chicken : 0.0130810109266
Topic: 1
chicken : 0.181532723534
burrito : 0.151786850527
food : 0.143893281934
blue : 0.136906145214
healthy : 0.0968190690289
place : 0.0951641564685
mexican : 0.071449089509
bar : 0.0516782183044
salsa : 0.0515386752472
chips : 0.0192317902337
Topic: 2
place : 0.208302820379
healthy : 0.145662195642
blue : 0.145456039029
bar : 0.121094836958
food : 0.120227557552
chicken : 0.10012725607
burrito : 0.0695011883105
chips : 0.0307100368808
salsa : 0.0297004434787
mexican : 0.0292176257008
Topic: 3
chips : 0.258596353682
food : 0.150372083817
salsa : 0.147698014204
burrito : 0.137320627899
chicken : 0.0981776011317
place : 0.0927076359002
bar : 0.0548418493861
blue : 0.0305597472174
mexican : 0.0148774979088
healthy : 0.0148485888531
Topic: 4
salsa : 0.199015678422
bar : 0.138787137274
chicken : 0.128116727296
burrito : 0.123658273843
food : 0.105662783887
chips : 0.0974881273339
mexican : 0.0738846987827
blue : 0.0588057768702
healthy : 0.0587293599743
place : 0.015851436317
