Topic: 0
sides : 0.214593739263
good : 0.142030944443
south : 0.118606552387
want : 0.0880861518496
thing : 0.0880046206949
try : 0.0878887921815
great : 0.0829715361566
like : 0.082754591016
soul : 0.0482218304351
really : 0.0468412415729
Topic: 1
soul : 0.190044493519
good : 0.153092741666
great : 0.148281625406
really : 0.111961177862
like : 0.111826374356
thing : 0.098883165736
south : 0.0901710129151
sides : 0.0320273418627
want : 0.0319185223393
try : 0.0317935443389
Topic: 2
soul : 0.275849069904
sides : 0.1815531754
good : 0.151626074779
really : 0.0566722343644
great : 0.0562393331977
like : 0.0557616363011
south : 0.055697141778
try : 0.0555945897004
thing : 0.0555077229045
want : 0.055499021671
Topic: 3
want : 0.166893689447
soul : 0.153296687319
really : 0.151266436741
south : 0.150823186319
like : 0.15063710645
great : 0.0458607171733
good : 0.0455641040678
sides : 0.0454293401168
try : 0.0451282099963
thing : 0.04510052237
Topic: 4
try : 0.221120441518
great : 0.198015848861
really : 0.197733619016
soul : 0.0565756038338
good : 0.0549333206012
sides : 0.0545844940467
south : 0.0545494055405
like : 0.0543919738368
want : 0.0541058814584
thing : 0.0539894112881
