Topic: 0
food : 0.101669813131
going : 0.10066102317
come : 0.100232972385
lunch : 0.100117226661
picked : 0.0997897222061
menu : 0.0996563898302
half : 0.099642423022
minutes : 0.0995721176778
like : 0.0994411781657
hour : 0.0992171337521
Topic: 1
like : 0.173337127154
lunch : 0.148944796411
minutes : 0.102445696307
come : 0.10238339752
half : 0.102344905066
picked : 0.102212963258
hour : 0.102197291048
menu : 0.102145523811
food : 0.0320647091163
going : 0.0319235903081
Topic: 2
food : 0.338807705044
going : 0.258465583759
come : 0.119915785391
lunch : 0.0405659136111
half : 0.0404725558616
menu : 0.0404317294852
picked : 0.0403524333137
minutes : 0.0403450086168
hour : 0.0403410820744
like : 0.040302202843
Topic: 3
hour : 0.139010311038
picked : 0.138589692939
menu : 0.138568838459
minutes : 0.13856651941
half : 0.138482391794
lunch : 0.123019750155
food : 0.0463263134447
going : 0.0459903585196
come : 0.0458801863902
like : 0.0455656378506
Topic: 4
food : 0.101351012582
going : 0.100866167603
lunch : 0.100164953991
menu : 0.0999882735743
come : 0.0998235070213
picked : 0.0997917613136
like : 0.0996877109067
hour : 0.0995230246888
half : 0.0994605610232
minutes : 0.0993430272959
