Topic: 0
tacos : 0.222435431638
love : 0.161830995965
place : 0.137334235979
mexican : 0.115521176572
good : 0.100951831053
rudy : 0.0769582710571
best : 0.0632822778531
food : 0.0565418436075
favorite : 0.0516616445395
like : 0.0134822917357
Topic: 1
rudy : 0.213426908004
food : 0.20879941378
good : 0.146867552745
favorite : 0.126744808896
like : 0.101671090943
mexican : 0.0752466385475
love : 0.0568570673269
tacos : 0.0323767633466
place : 0.0191027699261
best : 0.0189069864853
Topic: 2
good : 0.301233010842
best : 0.129347403873
tacos : 0.129161243615
mexican : 0.12088968253
food : 0.11646687524
love : 0.0414839109621
like : 0.0408182589034
place : 0.0406836775459
rudy : 0.0404904131267
favorite : 0.039425523361
Topic: 3
place : 0.195107200985
best : 0.166634125162
like : 0.135030919845
good : 0.102056371027
food : 0.101919038881
love : 0.0930896451447
mexican : 0.0809314339937
rudy : 0.0591034429446
favorite : 0.0532316548253
tacos : 0.0128961671924
Topic: 4
like : 0.225227009826
rudy : 0.200020038502
food : 0.182239908508
good : 0.0575865108337
place : 0.0573803320808
love : 0.0573693735505
mexican : 0.0552848124857
tacos : 0.0551140540472
best : 0.0550264633146
favorite : 0.0547514968511
