Topic: 0
food : 0.10451389423
service : 0.101017135557
meal : 0.10022206401
place : 0.100200949133
chicken : 0.0998282662792
didn : 0.0993985593021
better : 0.0992152305455
good : 0.0991375870413
enchiladas : 0.0983732144468
beans : 0.098093099456
Topic: 1
food : 0.310184784222
chicken : 0.12553953149
place : 0.100099895473
better : 0.099035724637
good : 0.0986501203534
beans : 0.0886368209217
service : 0.085753014305
enchiladas : 0.0575400844808
meal : 0.0173489971051
didn : 0.0172110270125
Topic: 2
meal : 0.236279180408
didn : 0.185744379015
enchiladas : 0.0997965377585
beans : 0.0912618016631
good : 0.0868671600551
service : 0.0795228490186
chicken : 0.0723751659689
place : 0.0648280395323
better : 0.0430093335247
food : 0.0403155530557
Topic: 3
food : 0.263697469063
better : 0.177533746202
service : 0.168619017321
meal : 0.0560555404674
didn : 0.055861352428
place : 0.0558497645165
chicken : 0.0557956270493
enchiladas : 0.0556048008637
beans : 0.055507627881
good : 0.0554750542083
Topic: 4
chicken : 0.18733241245
good : 0.164636702769
place : 0.141409536986
didn : 0.0940902438774
enchiladas : 0.0934939819321
meal : 0.0891901195578
service : 0.0866476656159
food : 0.0495522756592
better : 0.0470244527817
beans : 0.0466226083706
